Software Version,3.08.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,591,,,,,,,,,,,,,,2,,1,,0,,0,,1,,,,,,,,,,,,,,,,1,,2,,1,,4,,3,,,,,,,,,,,,,,,,93,,141,,13502,,14260,,1944,,1347,,,,,,,,,,,,,,,,,,,,,,,,
,592,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,5,,5,,,,,,,,,,,,,,,,96,,163,,13941,,13915,,1847,,1296,,,,,,,,,,,,,,,,,,,,,,,,
,593,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,1,,2,,2,,6,,4,,,,,,,,,,,,,,,,103,,187,,14321,,12996,,1781,,1279,,,,,,,,,,,,,,,,,,,,,,,,
,594,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,1,,5,,5,,,,,,,,,,,,,,,,108,,188,,14682,,12388,,1709,,1254,,,,,,,,,,,,,,,,,,,,,,,,
,595,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,1,,6,,5,,,,,,,,,,,,,,,,126,,208,,15043,,12007,,1621,,1230,,,,,,,,,,,,,,,,,,,,,,,,
,596,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,6,,5,,,,,,,,,,,,,,,,131,,226,,15554,,11413,,1591,,1224,,,,,,,,,,,,,,,,,,,,,,,,
,597,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,1,,6,,6,,,,,,,,,,,,,,,,144,,252,,15515,,10485,,1491,,1157,,,,,,,,,,,,,,,,,,,,,,,,
,598,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,1,,4,,7,,,,,,,,,,,,,,,,156,,276,,15825,,9991,,1408,,1182,,,,,,,,,,,,,,,,,,,,,,,,
,599,,,,,,,,,,,,,,2,,1,,1,,0,,1,,,,,,,,,,,,,,,,1,,1,,2,,6,,7,,,,,,,,,,,,,,,,173,,300,,16070,,9646,,1385,,1193,,,,,,,,,,,,,,,,,,,,,,,,
,600,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,7,,9,,,,,,,,,,,,,,,,192,,343,,16317,,9023,,1343,,1152,,,,,,,,,,,,,,,,,,,,,,,,
,601,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,6,,9,,,,,,,,,,,,,,,,218,,385,,16162,,8383,,1259,,1111,,,,,,,,,,,,,,,,,,,,,,,,
,602,,,,,,,,,,,,,,3,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,1,,7,,11,,,,,,,,,,,,,,,,233,,425,,16244,,7801,,1207,,1075,,,,,,,,,,,,,,,,,,,,,,,,
,603,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,2,,7,,12,,,,,,,,,,,,,,,,242,,452,,16503,,7411,,1168,,1047,,,,,,,,,,,,,,,,,,,,,,,,
,604,,,,,,,,,,,,,,2,,1,,0,,1,,2,,,,,,,,,,,,,,,,1,,1,,1,,8,,12,,,,,,,,,,,,,,,,274,,485,,16397,,6918,,1123,,1092,,,,,,,,,,,,,,,,,,,,,,,,
,605,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,8,,13,,,,,,,,,,,,,,,,319,,581,,16196,,6563,,1098,,1037,,,,,,,,,,,,,,,,,,,,,,,,
,606,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,1,,1,,1,,8,,16,,,,,,,,,,,,,,,,356,,629,,16130,,6080,,1015,,1087,,,,,,,,,,,,,,,,,,,,,,,,
,607,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,8,,17,,,,,,,,,,,,,,,,394,,682,,16024,,5713,,1032,,1047,,,,,,,,,,,,,,,,,,,,,,,,
,608,,,,,,,,,,,,,,3,,1,,1,,0,,1,,,,,,,,,,,,,,,,1,,2,,2,,9,,20,,,,,,,,,,,,,,,,418,,732,,15750,,5501,,966,,1031,,,,,,,,,,,,,,,,,,,,,,,,
,609,,,,,,,,,,,,,,2,,1,,1,,0,,1,,,,,,,,,,,,,,,,1,,2,,2,,9,,22,,,,,,,,,,,,,,,,467,,802,,15950,,5249,,960,,971,,,,,,,,,,,,,,,,,,,,,,,,
,610,,,,,,,,,,,,,,2,,1,,1,,0,,1,,,,,,,,,,,,,,,,1,,2,,3,,11,,24,,,,,,,,,,,,,,,,519,,893,,15710,,4841,,915,,992,,,,,,,,,,,,,,,,,,,,,,,,
,611,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,2,,1,,2,,11,,26,,,,,,,,,,,,,,,,577,,979,,15416,,4613,,927,,932,,,,,,,,,,,,,,,,,,,,,,,,
,612,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,0,,2,,1,,13,,28,,,,,,,,,,,,,,,,620,,986,,15266,,4495,,897,,995,,,,,,,,,,,,,,,,,,,,,,,,
,613,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,1,,2,,2,,13,,31,,,,,,,,,,,,,,,,690,,1095,,15106,,4288,,870,,943,,,,,,,,,,,,,,,,,,,,,,,,
,614,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,12,,36,,,,,,,,,,,,,,,,770,,1172,,14864,,4016,,865,,944,,,,,,,,,,,,,,,,,,,,,,,,
,615,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,1,,2,,1,,12,,38,,,,,,,,,,,,,,,,844,,1305,,14609,,3762,,835,,899,,,,,,,,,,,,,,,,,,,,,,,,
,616,,,,,,,,,,,,,,2,,1,,0,,0,,1,,,,,,,,,,,,,,,,1,,2,,2,,14,,42,,,,,,,,,,,,,,,,958,,1378,,14203,,3526,,805,,906,,,,,,,,,,,,,,,,,,,,,,,,
,617,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,2,,16,,46,,,,,,,,,,,,,,,,1045,,1465,,13845,,3499,,762,,858,,,,,,,,,,,,,,,,,,,,,,,,
,618,,,,,,,,,,,,,,2,,1,,1,,0,,1,,,,,,,,,,,,,,,,1,,2,,1,,19,,53,,,,,,,,,,,,,,,,1135,,1599,,13505,,3312,,783,,879,,,,,,,,,,,,,,,,,,,,,,,,
,619,,,,,,,,,,,,,,2,,1,,1,,0,,1,,,,,,,,,,,,,,,,1,,2,,1,,19,,58,,,,,,,,,,,,,,,,1288,,1740,,13144,,3057,,742,,869,,,,,,,,,,,,,,,,,,,,,,,,
,620,,,,,,,,,,,,,,2,,0,,1,,1,,1,,,,,,,,,,,,,,,,1,,3,,2,,20,,65,,,,,,,,,,,,,,,,1451,,1850,,12844,,2857,,733,,870,,,,,,,,,,,,,,,,,,,,,,,,
,621,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,2,,21,,72,,,,,,,,,,,,,,,,1570,,1896,,12324,,2733,,713,,853,,,,,,,,,,,,,,,,,,,,,,,,
,622,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,2,,3,,2,,24,,82,,,,,,,,,,,,,,,,1801,,2117,,12196,,2565,,705,,804,,,,,,,,,,,,,,,,,,,,,,,,
,623,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,2,,2,,2,,26,,95,,,,,,,,,,,,,,,,2055,,2293,,11827,,2369,,688,,790,,,,,,,,,,,,,,,,,,,,,,,,
,624,,,,,,,,,,,,,,2,,1,,0,,1,,1,,,,,,,,,,,,,,,,1,,3,,2,,28,,105,,,,,,,,,,,,,,,,2350,,2407,,11415,,2231,,645,,841,,,,,,,,,,,,,,,,,,,,,,,,
,625,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,3,,4,,30,,119,,,,,,,,,,,,,,,,2541,,2538,,11059,,2136,,604,,775,,,,,,,,,,,,,,,,,,,,,,,,
,626,,,,,,,,,,,,,,2,,1,,1,,1,,2,,,,,,,,,,,,,,,,1,,2,,3,,32,,129,,,,,,,,,,,,,,,,2884,,2585,,10759,,2048,,635,,774,,,,,,,,,,,,,,,,,,,,,,,,
,627,,,,,,,,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,,2,,4,,3,,36,,145,,,,,,,,,,,,,,,,3244,,2855,,10505,,1898,,589,,767,,,,,,,,,,,,,,,,,,,,,,,,
,628,,,,,,,,,,,,,,2,,0,,1,,1,,1,,,,,,,,,,,,,,,,2,,4,,4,,40,,168,,,,,,,,,,,,,,,,3614,,2994,,9956,,1836,,583,,719,,,,,,,,,,,,,,,,,,,,,,,,
,629,,,,,,,,,,,,,,2,,0,,1,,1,,2,,,,,,,,,,,,,,,,3,,5,,4,,43,,183,,,,,,,,,,,,,,,,4001,,3060,,9889,,1659,,572,,748,,,,,,,,,,,,,,,,,,,,,,,,
,630,,,,,,,,,,,,,,2,,1,,0,,1,,2,,,,,,,,,,,,,,,,3,,3,,5,,51,,203,,,,,,,,,,,,,,,,4404,,3094,,9511,,1645,,560,,723,,,,,,,,,,,,,,,,,,,,,,,,
,631,,,,,,,,,,,,,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,3,,3,,5,,51,,224,,,,,,,,,,,,,,,,4858,,3234,,9231,,1532,,549,,729,,,,,,,,,,,,,,,,,,,,,,,,
,632,,,,,,,,,,,,,,2,,1,,1,,1,,2,,,,,,,,,,,,,,,,2,,4,,4,,61,,246,,,,,,,,,,,,,,,,5235,,3355,,8960,,1511,,552,,720,,,,,,,,,,,,,,,,,,,,,,,,
,633,,,,,,,,,,,,,,2,,1,,0,,1,,2,,,,,,,,,,,,,,,,3,,4,,4,,66,,271,,,,,,,,,,,,,,,,5723,,3411,,8787,,1407,,526,,694,,,,,,,,,,,,,,,,,,,,,,,,
,634,,,,,,,,,,,,,,3,,1,,1,,2,,2,,,,,,,,,,,,,,,,2,,6,,6,,67,,304,,,,,,,,,,,,,,,,6347,,3487,,8611,,1333,,503,,669,,,,,,,,,,,,,,,,,,,,,,,,
,635,,,,,,,,,,,,,,2,,1,,1,,2,,1,,,,,,,,,,,,,,,,2,,4,,6,,75,,333,,,,,,,,,,,,,,,,6951,,3582,,8253,,1242,,532,,676,,,,,,,,,,,,,,,,,,,,,,,,
,636,,,,,,,,,,,,,,3,,0,,1,,2,,2,,,,,,,,,,,,,,,,4,,6,,6,,75,,354,,,,,,,,,,,,,,,,7399,,3655,,8110,,1219,,547,,621,,,,,,,,,,,,,,,,,,,,,,,,
,637,,,,,,,,,,,,,,2,,1,,1,,2,,2,,,,,,,,,,,,,,,,4,,6,,7,,88,,401,,,,,,,,,,,,,,,,7936,,3739,,7815,,1174,,512,,720,,,,,,,,,,,,,,,,,,,,,,,,
,638,,,,,,,,,,,,,,2,,1,,1,,1,,2,,,,,,,,,,,,,,,,4,,8,,8,,91,,440,,,,,,,,,,,,,,,,8741,,3757,,7705,,1129,,511,,657,,,,,,,,,,,,,,,,,,,,,,,,
,639,,,,,,,,,,,,,,2,,1,,1,,2,,2,,,,,,,,,,,,,,,,4,,8,,10,,98,,483,,,,,,,,,,,,,,,,9569,,3712,,7407,,1084,,447,,649,,,,,,,,,,,,,,,,,,,,,,,,
,640,,,,,,,,,,,,,,2,,1,,0,,2,,3,,,,,,,,,,,,,,,,5,,8,,10,,110,,541,,,,,,,,,,,,,,,,10430,,3786,,7206,,1037,,464,,687,,,,,,,,,,,,,,,,,,,,,,,,
,641,,,,,,,,,,,,,,2,,1,,1,,2,,3,,,,,,,,,,,,,,,,5,,10,,10,,119,,582,,,,,,,,,,,,,,,,11039,,3886,,7020,,980,,470,,638,,,,,,,,,,,,,,,,,,,,,,,,
,642,,,,,,,,,,,,,,2,,1,,1,,3,,3,,,,,,,,,,,,,,,,4,,11,,9,,130,,648,,,,,,,,,,,,,,,,11916,,3895,,6759,,994,,431,,633,,,,,,,,,,,,,,,,,,,,,,,,
,643,,,,,,,,,,,,,,2,,1,,1,,3,,3,,,,,,,,,,,,,,,,5,,14,,10,,145,,722,,,,,,,,,,,,,,,,13083,,3895,,6704,,952,,443,,648,,,,,,,,,,,,,,,,,,,,,,,,
,644,,,,,,,,,,,,,,3,,1,,1,,4,,3,,,,,,,,,,,,,,,,7,,12,,13,,160,,803,,,,,,,,,,,,,,,,14488,,3946,,6497,,878,,400,,624,,,,,,,,,,,,,,,,,,,,,,,,
,645,,,,,,,,,,,,,,3,,1,,1,,4,,3,,,,,,,,,,,,,,,,7,,15,,13,,174,,901,,,,,,,,,,,,,,,,15498,,3920,,6161,,830,,445,,604,,,,,,,,,,,,,,,,,,,,,,,,
,646,,,,,,,,,,,,,,3,,1,,1,,5,,4,,,,,,,,,,,,,,,,7,,16,,14,,191,,981,,,,,,,,,,,,,,,,16570,,3946,,6001,,783,,412,,605,,,,,,,,,,,,,,,,,,,,,,,,
,647,,,,,,,,,,,,,,3,,1,,1,,4,,4,,,,,,,,,,,,,,,,9,,18,,17,,203,,1119,,,,,,,,,,,,,,,,17731,,3884,,5853,,766,,425,,581,,,,,,,,,,,,,,,,,,,,,,,,
,648,,,,,,,,,,,,,,3,,1,,1,,6,,6,,,,,,,,,,,,,,,,12,,21,,18,,227,,1244,,,,,,,,,,,,,,,,19011,,3896,,5604,,694,,405,,600,,,,,,,,,,,,,,,,,,,,,,,,
,649,,,,,,,,,,,,,,3,,1,,1,,5,,5,,,,,,,,,,,,,,,,13,,24,,22,,247,,1400,,,,,,,,,,,,,,,,20463,,3862,,5472,,715,,394,,581,,,,,,,,,,,,,,,,,,,,,,,,
,650,,,,,,,,,,,,,,4,,1,,1,,5,,7,,,,,,,,,,,,,,,,12,,25,,24,,290,,1547,,,,,,,,,,,,,,,,22055,,3719,,5293,,669,,393,,558,,,,,,,,,,,,,,,,,,,,,,,,
,651,,,,,,,,,,,,,,3,,1,,2,,7,,6,,,,,,,,,,,,,,,,14,,29,,30,,312,,1737,,,,,,,,,,,,,,,,23420,,3732,,5098,,670,,366,,523,,,,,,,,,,,,,,,,,,,,,,,,
,652,,,,,,,,,,,,,,3,,2,,1,,7,,8,,,,,,,,,,,,,,,,16,,28,,26,,324,,1886,,,,,,,,,,,,,,,,24156,,3648,,5033,,630,,379,,557,,,,,,,,,,,,,,,,,,,,,,,,
,653,,,,,,,,,,,,,,3,,2,,1,,8,,8,,,,,,,,,,,,,,,,18,,34,,32,,362,,2068,,,,,,,,,,,,,,,,25640,,3614,,4842,,589,,359,,528,,,,,,,,,,,,,,,,,,,,,,,,
,654,,,,,,,,,,,,,,5,,2,,1,,8,,8,,,,,,,,,,,,,,,,17,,34,,33,,404,,2252,,,,,,,,,,,,,,,,26685,,3623,,4700,,574,,382,,539,,,,,,,,,,,,,,,,,,,,,,,,
,655,,,,,,,,,,,,,,4,,1,,2,,10,,9,,,,,,,,,,,,,,,,18,,36,,38,,436,,2491,,,,,,,,,,,,,,,,27845,,3635,,4466,,575,,364,,564,,,,,,,,,,,,,,,,,,,,,,,,
,656,,,,,,,,,,,,,,4,,2,,1,,10,,11,,,,,,,,,,,,,,,,22,,47,,38,,477,,2721,,,,,,,,,,,,,,,,28966,,3549,,4521,,542,,353,,515,,,,,,,,,,,,,,,,,,,,,,,,
,657,,,,,,,,,,,,,,4,,1,,2,,11,,11,,,,,,,,,,,,,,,,23,,45,,42,,503,,2892,,,,,,,,,,,,,,,,29626,,3529,,4362,,529,,347,,503,,,,,,,,,,,,,,,,,,,,,,,,
,658,,,,,,,,,,,,,,5,,1,,2,,11,,13,,,,,,,,,,,,,,,,27,,49,,46,,527,,3186,,,,,,,,,,,,,,,,30766,,3493,,4217,,516,,340,,533,,,,,,,,,,,,,,,,,,,,,,,,
,659,,,,,,,,,,,,,,5,,2,,2,,14,,14,,,,,,,,,,,,,,,,28,,55,,51,,591,,3473,,,,,,,,,,,,,,,,31722,,3335,,4098,,498,,335,,501,,,,,,,,,,,,,,,,,,,,,,,,
,660,,,,,,,,,,,,,,5,,2,,2,,14,,13,,,,,,,,,,,,,,,,31,,60,,55,,622,,3775,,,,,,,,,,,,,,,,32633,,3331,,3964,,476,,336,,498,,,,,,,,,,,,,,,,,,,,,,,,
,661,,,,,,,,,,,,,,7,,2,,2,,17,,17,,,,,,,,,,,,,,,,35,,62,,61,,701,,4146,,,,,,,,,,,,,,,,32964,,3266,,3894,,478,,341,,531,,,,,,,,,,,,,,,,,,,,,,,,
,662,,,,,,,,,,,,,,6,,3,,2,,16,,16,,,,,,,,,,,,,,,,35,,73,,66,,740,,4533,,,,,,,,,,,,,,,,33872,,3197,,3735,,419,,306,,487,,,,,,,,,,,,,,,,,,,,,,,,
,663,,,,,,,,,,,,,,7,,3,,3,,17,,19,,,,,,,,,,,,,,,,38,,75,,73,,797,,4875,,,,,,,,,,,,,,,,34999,,3204,,3743,,416,,327,,468,,,,,,,,,,,,,,,,,,,,,,,,
,664,,,,,,,,,,,,,,7,,3,,3,,20,,21,,,,,,,,,,,,,,,,45,,92,,78,,878,,5368,,,,,,,,,,,,,,,,35476,,3117,,3595,,416,,283,,483,,,,,,,,,,,,,,,,,,,,,,,,
,665,,,,,,,,,,,,,,7,,3,,3,,25,,25,,,,,,,,,,,,,,,,55,,94,,86,,977,,5861,,,,,,,,,,,,,,,,36210,,3029,,3387,,391,,323,,477,,,,,,,,,,,,,,,,,,,,,,,,
,666,,,,,,,,,,,,,,8,,3,,3,,25,,28,,,,,,,,,,,,,,,,53,,103,,93,,1054,,6497,,,,,,,,,,,,,,,,36671,,2936,,3314,,366,,318,,463,,,,,,,,,,,,,,,,,,,,,,,,
,667,,,,,,,,,,,,,,10,,3,,2,,26,,30,,,,,,,,,,,,,,,,61,,112,,115,,1152,,7074,,,,,,,,,,,,,,,,37308,,2878,,3145,,370,,296,,464,,,,,,,,,,,,,,,,,,,,,,,,
,668,,,,,,,,,,,,,,11,,5,,3,,30,,31,,,,,,,,,,,,,,,,66,,126,,113,,1203,,7611,,,,,,,,,,,,,,,,37488,,2766,,3082,,363,,301,,450,,,,,,,,,,,,,,,,,,,,,,,,
,669,,,,,,,,,,,,,,11,,5,,5,,34,,37,,,,,,,,,,,,,,,,74,,145,,136,,1397,,8510,,,,,,,,,,,,,,,,38183,,2653,,2981,,376,,318,,446,,,,,,,,,,,,,,,,,,,,,,,,
,670,,,,,,,,,,,,,,11,,5,,4,,38,,40,,,,,,,,,,,,,,,,82,,164,,139,,1529,,9260,,,,,,,,,,,,,,,,37922,,2456,,2799,,337,,298,,445,,,,,,,,,,,,,,,,,,,,,,,,
,671,,,,,,,,,,,,,,13,,6,,5,,40,,38,,,,,,,,,,,,,,,,94,,181,,161,,1647,,10099,,,,,,,,,,,,,,,,37970,,2420,,2753,,337,,308,,471,,,,,,,,,,,,,,,,,,,,,,,,
,672,,,,,,,,,,,,,,14,,8,,5,,45,,47,,,,,,,,,,,,,,,,101,,198,,185,,1782,,11041,,,,,,,,,,,,,,,,37676,,2260,,2675,,280,,311,,431,,,,,,,,,,,,,,,,,,,,,,,,
,673,,,,,,,,,,,,,,15,,7,,7,,49,,50,,,,,,,,,,,,,,,,110,,219,,192,,2016,,11874,,,,,,,,,,,,,,,,37584,,2258,,2545,,293,,277,,441,,,,,,,,,,,,,,,,,,,,,,,,
,674,,,,,,,,,,,,,,16,,6,,6,,53,,57,,,,,,,,,,,,,,,,119,,224,,220,,2141,,12557,,,,,,,,,,,,,,,,37432,,2146,,2435,,295,,290,,395,,,,,,,,,,,,,,,,,,,,,,,,
,675,,,,,,,,,,,,,,19,,7,,8,,62,,66,,,,,,,,,,,,,,,,133,,259,,233,,2328,,13416,,,,,,,,,,,,,,,,36918,,2112,,2335,,288,,294,,437,,,,,,,,,,,,,,,,,,,,,,,,
,676,,,,,,,,,,,,,,18,,9,,8,,69,,69,,,,,,,,,,,,,,,,142,,293,,251,,2503,,14343,,,,,,,,,,,,,,,,36692,,1963,,2155,,257,,270,,393,,,,,,,,,,,,,,,,,,,,,,,,
,677,,,,,,,,,,,,,,19,,9,,9,,78,,70,,,,,,,,,,,,,,,,155,,313,,291,,2745,,15386,,,,,,,,,,,,,,,,35954,,1893,,2225,,286,,251,,440,,,,,,,,,,,,,,,,,,,,,,,,
,678,,,,,,,,,,,,,,24,,10,,10,,82,,81,,,,,,,,,,,,,,,,176,,336,,303,,2976,,16158,,,,,,,,,,,,,,,,35644,,1796,,2085,,263,,264,,425,,,,,,,,,,,,,,,,,,,,,,,,
,679,,,,,,,,,,,,,,25,,10,,9,,93,,88,,,,,,,,,,,,,,,,183,,364,,327,,3240,,16971,,,,,,,,,,,,,,,,34814,,1763,,2008,,248,,280,,403,,,,,,,,,,,,,,,,,,,,,,,,
,680,,,,,,,,,,,,,,27,,12,,10,,90,,91,,,,,,,,,,,,,,,,193,,381,,343,,3354,,17625,,,,,,,,,,,,,,,,34623,,1669,,2037,,249,,248,,393,,,,,,,,,,,,,,,,,,,,,,,,
,681,,,,,,,,,,,,,,27,,13,,15,,100,,104,,,,,,,,,,,,,,,,221,,417,,391,,3613,,18427,,,,,,,,,,,,,,,,33530,,1555,,1881,,225,,251,,410,,,,,,,,,,,,,,,,,,,,,,,,
,682,,,,,,,,,,,,,,31,,14,,12,,113,,112,,,,,,,,,,,,,,,,242,,471,,421,,3937,,19442,,,,,,,,,,,,,,,,33421,,1527,,1799,,244,,265,,396,,,,,,,,,,,,,,,,,,,,,,,,
,683,,,,,,,,,,,,,,32,,16,,14,,121,,119,,,,,,,,,,,,,,,,262,,527,,459,,4304,,19974,,,,,,,,,,,,,,,,32123,,1496,,1759,,216,,260,,366,,,,,,,,,,,,,,,,,,,,,,,,
,684,,,,,,,,,,,,,,36,,16,,16,,132,,137,,,,,,,,,,,,,,,,285,,580,,504,,4660,,20894,,,,,,,,,,,,,,,,31724,,1388,,1651,,226,,253,,390,,,,,,,,,,,,,,,,,,,,,,,,
,685,,,,,,,,,,,,,,38,,17,,15,,141,,148,,,,,,,,,,,,,,,,317,,609,,549,,4976,,21785,,,,,,,,,,,,,,,,30577,,1344,,1705,,195,,256,,361,,,,,,,,,,,,,,,,,,,,,,,,
,686,,,,,,,,,,,,,,48,,21,,18,,158,,162,,,,,,,,,,,,,,,,349,,678,,591,,5498,,22489,,,,,,,,,,,,,,,,29475,,1236,,1617,,214,,222,,371,,,,,,,,,,,,,,,,,,,,,,,,
,687,,,,,,,,,,,,,,43,,21,,20,,171,,181,,,,,,,,,,,,,,,,365,,719,,647,,5849,,22934,,,,,,,,,,,,,,,,29275,,1200,,1468,,220,,229,,371,,,,,,,,,,,,,,,,,,,,,,,,
,688,,,,,,,,,,,,,,46,,26,,21,,190,,184,,,,,,,,,,,,,,,,408,,790,,720,,6301,,23642,,,,,,,,,,,,,,,,27854,,1094,,1421,,198,,272,,364,,,,,,,,,,,,,,,,,,,,,,,,
,689,,,,,,,,,,,,,,56,,24,,25,,205,,216,,,,,,,,,,,,,,,,448,,886,,799,,6846,,24200,,,,,,,,,,,,,,,,26506,,990,,1373,,204,,233,,364,,,,,,,,,,,,,,,,,,,,,,,,
,690,,,,,,,,,,,,,,63,,31,,27,,236,,235,,,,,,,,,,,,,,,,481,,979,,874,,7489,,24724,,,,,,,,,,,,,,,,25971,,982,,1363,,163,,237,,377,,,,,,,,,,,,,,,,,,,,,,,,
,691,,,,,,,,,,,,,,68,,33,,27,,250,,270,,,,,,,,,,,,,,,,563,,1092,,978,,8390,,25085,,,,,,,,,,,,,,,,25018,,944,,1220,,182,,219,,373,,,,,,,,,,,,,,,,,,,,,,,,
,692,,,,,,,,,,,,,,74,,37,,30,,277,,297,,,,,,,,,,,,,,,,629,,1199,,1070,,9065,,25119,,,,,,,,,,,,,,,,23211,,871,,1194,,218,,234,,360,,,,,,,,,,,,,,,,,,,,,,,,
,693,,,,,,,,,,,,,,78,,38,,34,,302,,307,,,,,,,,,,,,,,,,639,,1287,,1165,,9687,,25681,,,,,,,,,,,,,,,,22665,,823,,1105,,159,,228,,329,,,,,,,,,,,,,,,,,,,,,,,,
,694,,,,,,,,,,,,,,84,,38,,34,,333,,346,,,,,,,,,,,,,,,,742,,1440,,1270,,10546,,25626,,,,,,,,,,,,,,,,21287,,769,,1077,,149,,251,,350,,,,,,,,,,,,,,,,,,,,,,,,
,695,,,,,,,,,,,,,,97,,48,,44,,371,,373,,,,,,,,,,,,,,,,784,,1594,,1395,,11478,,25670,,,,,,,,,,,,,,,,20433,,717,,1034,,178,,222,,345,,,,,,,,,,,,,,,,,,,,,,,,
,696,,,,,,,,,,,,,,108,,51,,48,,402,,421,,,,,,,,,,,,,,,,912,,1752,,1594,,12663,,25510,,,,,,,,,,,,,,,,19733,,668,,988,,173,,194,,345,,,,,,,,,,,,,,,,,,,,,,,,
,697,,,,,,,,,,,,,,124,,57,,50,,453,,469,,,,,,,,,,,,,,,,979,,1888,,1693,,13865,,25556,,,,,,,,,,,,,,,,18222,,657,,963,,146,,204,,339,,,,,,,,,,,,,,,,,,,,,,,,
,698,,,,,,,,,,,,,,126,,59,,51,,506,,492,,,,,,,,,,,,,,,,1097,,2122,,1881,,14657,,25306,,,,,,,,,,,,,,,,17484,,642,,923,,159,,177,,367,,,,,,,,,,,,,,,,,,,,,,,,
,699,,,,,,,,,,,,,,140,,68,,61,,530,,555,,,,,,,,,,,,,,,,1147,,2334,,1977,,15860,,25110,,,,,,,,,,,,,,,,16916,,570,,829,,127,,192,,340,,,,,,,,,,,,,,,,,,,,,,,,
,700,,,,,,,,,,,,,,155,,66,,65,,576,,590,,,,,,,,,,,,,,,,1222,,2476,,2148,,16992,,25008,,,,,,,,,,,,,,,,15926,,537,,816,,158,,202,,377,,,,,,,,,,,,,,,,,,,,,,,,
,701,,,,,,,,,,,,,,169,,81,,71,,633,,635,,,,,,,,,,,,,,,,1348,,2689,,2349,,17810,,24536,,,,,,,,,,,,,,,,15274,,546,,827,,137,,211,,316,,,,,,,,,,,,,,,,,,,,,,,,
,702,,,,,,,,,,,,,,176,,82,,74,,683,,719,,,,,,,,,,,,,,,,1459,,2935,,2561,,19253,,24254,,,,,,,,,,,,,,,,14379,,468,,778,,171,,206,,331,,,,,,,,,,,,,,,,,,,,,,,,
,703,,,,,,,,,,,,,,188,,94,,81,,760,,775,,,,,,,,,,,,,,,,1601,,3196,,2790,,20578,,23769,,,,,,,,,,,,,,,,13832,,436,,706,,140,,208,,314,,,,,,,,,,,,,,,,,,,,,,,,
,704,,,,,,,,,,,,,,208,,98,,88,,816,,825,,,,,,,,,,,,,,,,1747,,3457,,3035,,21828,,23111,,,,,,,,,,,,,,,,12928,,419,,732,,146,,207,,300,,,,,,,,,,,,,,,,,,,,,,,,
,705,,,,,,,,,,,,,,222,,110,,92,,887,,896,,,,,,,,,,,,,,,,1909,,3759,,3289,,23377,,22536,,,,,,,,,,,,,,,,12399,,421,,671,,166,,193,,308,,,,,,,,,,,,,,,,,,,,,,,,
,706,,,,,,,,,,,,,,245,,116,,107,,963,,972,,,,,,,,,,,,,,,,2053,,4122,,3486,,24624,,21783,,,,,,,,,,,,,,,,11405,,395,,608,,154,,179,,329,,,,,,,,,,,,,,,,,,,,,,,,
